dialog_id,summary_piece,position_index
13729270,Tom does not want to discuss anything upfront online and retracts his offer.,4
13729280,She is missing out on girly parties.,0
13729280,Ema is busy with school and work.,1
13729280,She is saving up to start her own business after graduating.,2
13729280,Ema finds motivation in thinking about her future.,3
13729298,Martha spends Thanksgiving with her family by the lake as every year.,0
13729298,"They've decided to consult their choices with parents, and to make a decision tonight at Martha's place.",1
13729298,Robert's family always argues and then don't talk to one another for months.,2
13729303,Wilson promised to show Ana Ron's wedding live but they have a problem with the internet.,0
13729303,Ana couldn't be there as she had an emergency and she had to fly back.,1
13729303,Wilson will keep sending Ana pictures and videos.,2
13729303,Ana thinks about quitting the job and coming back.,3
13729324,"According to Jules, Elsa accesories will make a good present.",0
13729324,Anna is preparing for the Friday's exam.,1
13729340,They drank a lot and Tom has a hangover now.,0
13729340,Tom and Alex had fun last night.,1
13729356,"Since the website is not ready yet, Jack sends Abby just photos.",0
13729356,She believes the internet will broaden people's horizons in the future.,1
13729357,"Ted was supposed to take care of Dot's cats until the end of next month, but has second thoughts about it.",0
13729357,Dot's grandmother will take the cats.,1
13729357,Dot's car is broken.,2
13729357,Jimmy will drive Dot and the cats to Dot's grandmother on Wednesday.,3
13729361,Audrey will join Matt studying in one of the campus buildings.They will eat at Flaming WOK before studying together.,0
13729392,Meg needs the name of Marge's hand cream.,0
13729392,Marge sends Meg a picture of it.,1
13729440,Judith can't meet Max because of work.,0
13729440,Max and Judith have been together for 3 months.,1
13729440,Max earns good money despite not working many hours.,2
13729458,Stanley is working downstairs.,0
13729458,Pauline was at the conference today and it disappointed her.,1
13729458,There were problems with the catering and the food was expensive.The presentation only 20 minutes.,2
13729458,He did not offer to pay for her coffee.,3
13729458,Pauline learned a lot either way.,4
13729461,Green wind turbines kill birds according to Alex.,0
13729461,Alex wants Lesley to sign the petition against them but she's not interested.,1
13729463-1,Cate's doctor said her condition is not dangerous.,0
13729463-1,Cate and Adam will go to the Thai restaurant Cate wanted to go to to celebrate.,1
13729463-1,Cate will make a reservation for 8 o'clock.,2
13729484,Play spent all night trying to stop the flood from his neighbour's apartment.,0
13729488,Jared needs a new phone.,0
13729488,"Skyler suggests Jared to buy Samsung S8, not S9.",1
13729488,Jared will see S8 after work.,2
13729493,Cady will take a personal pizza with pepperoni and Italian sausage and also a soft drink for Aaron.,0
13729497-1,Daisy is working and saving money.,0
13729497-1,Bret was sick last week and hit a deer with his truck which cost him a lot.,1
13729497-1,Daisy is going to a concert this weekend.,2
13729497-1,Daisy hasn't dyed her hair in 12 weeks.,3
13729497-1,Daisy and Bret used to dye Bret's hair themselves.,4
13729508,Holly and Nina want to meet Kate to talk about it around midday tomorrow.,0
13729508,He was drunk when Holly was leaving the party at 10.,1
13729508,They will meet for a coffee a chat tomorrow at noon.,2
13729512,Victoria can't go to a ballet with Scarlet as she's having a dinner with Peter's friends.,0
13729512,Victoria will probably talk to Peter about his behavior.,1
13729512,Scarlet doesn't want her to give up easily but just be clear.,2
13729520,Sarah has been to Dubai and she's back at work now.,0
13729520,"Bella is in Poland with the kids now, but they plan a weekend in Lille next month.",1
13729520,Louis is in southern France.,2
13729520,"Bella should come in the first week of February, but Sarah will be away then.",3
13729540,"Lucy drank too much, so Hannah took her to Hannah's place by taxi.",0
13729540,Hannah went out with Lucy last night.,1
13729540,Emily had also gone out with Lucy a few times and it didn't end up well either.,2
13729540,Hannah put Lucy to bed and she peed in the bed.,3
13729573,Tatiana hasn't finished the required trainings.,0
13729599,Khabib has beaten McGregor.,0
13729605,Eve has to come back to the office on her day off.,0
13729605,"It's probably the fault of Charlotte Briggs, who dislikes Eve and has already done such things out of spite.",1
13729605,"On Anton's advice, Eve might fill in a complaint against her.",2
13729626,Wanda has lost her metro pass.,0
13729626,"After she's done, she and Zoe will meet for a coffee.",1
13729630,Marie will order the Egyptian princess and the Aphrodite outfits for her and Sophie and two Romans for Guy and Paul.,0
13729630,Sophie will join.,1
13729630,Guy needs size L. There is only one size for women.,2
13729630,"Marie has golden sandals size 39 for Sophie, who will come and try them on when the costumes are delivered.",3
13729631,"Francois, Isa, Olive, Xavier and Stef will go on a short trip to Marroco in January.",0
13729631,Olive has booked a riad for them in the Mamounia.,1
13729632,Elizabeth and Aiden would prefer the newly opened burger restaurant to be a vegan place.,0
13729649,Peter wants to play scrabble online with Grandpa.,0
13729649,Grandpa needs Peter to set it up next time they see each other so they can play in the future.,1
13729655,Vicky's brother Frank makes her feel better.,0
13729655,Vicky was criticized by her mother during family dinner today even though Vicky's father supported her decisions.,1
13729663,Jacqueline is choosing her courses for next semester.,0
13729663,"The great sociology professor Gartenberg retired last term and the new one, professor Edwards, gives boring lectures and is subjective in grading.",1
13729663,Grant recommends lecture on 19th century literature.,2
13729672,Gemma and her ex-boyfriend Mark had a disagreement about their break-up last time.,0
13729672,Timmy and Gemma agree not to invite Mark or Josephine to the party.,1
13729672,Timmy has history with Josephine.,2
13729677-1,Diana bought decorations at the dollar store and she will consult on the games with HR.,0
13729677-1,Diana and Raphaella are organizing a potluck for the department.,1
13729677-1,Raphaella made a list of who can bring what food.,2
13729680,Malik and Samanta want to lose weight.,0
13729680,"They will try to keep a diet, keto or paleo, and go for runs together.",1
13729685,Bob is going for a date with Julia.,0
13729702,Charles is wondering whether Manchester United plans to sell Lukaku.,0
13729702,Joe says that Lukaku is a decent player.,1
13729702,Bayern Munich has won the title in the previous season.,2
13729702,Charles is not satisfied with the condition of Manchester United.,3
13729713,Joe got married but they split so he is back in Newport.,0
13729713,Kelly works in the bank and is hoping for promotion.,1
13729713,Joe will pop into the bank on Friday and they go out for a drink.,2
13729737,Tina instructed Mona how to make a pizza.,0
13729737,It was Mona's first time doing it and it looks delicious.,1
13729738,Maya will send Addie the list of cosmetics she picked online and Addie will buy them today in the store.,0
13729738,Matt will pick the window shades from the furniture store at around 4 pm.,1
13729739,"Next month, Amanda's cousin is getting married to another woman, who she met through a dating app a year ago.",0
13729739,"Patrick, Amanda's brother, also got married to someone of the same sex and lives with his husband in Boston.",1
13729743,Renee and Sue can't stand her and think she's extremely ugly.,0
13729765,Shelly is okay but she was more happy in LA.,0
13729767,"Mag and Tom want to join a group of students, who want to create a movement that would demand second referendum on Brexit, or at least organize  a referendum about May's dissapointing deal in Brussels.",0
13729782,Darcey is trying to lose weight and he didn't eat anything today.,0
13729782,Ethan is concerned about him starving.,1
13729801,Adam is going on a date with Debbie tonight and he is looking for an idea to do something unusual.,0
13729801,Sean might do something for his grandfather rather than buy a present.,1
13729801,Sean suggests taking her to the circus as he did with Jessica last year and Adam likes this idea.,2
13729808,Jean didn't come to church today due to her back pain.,0
13729808,Jean takes painkillers for it.,1
13729808,Harry is considering moving to Scotland for work.,2
13729808,Stella visited Jean after church and overstayed her welcome as she tends to do.,3
13729808,She stayed longer to stretch.,4
13729808,Joan's brother is a widower.,5
13729812,"Bobby and Freddie are going to see ""A Star is Born"" in the cinema at 7pm.",0
13729817,Ray is locked in the room from the outside and he has to pee.,0
13729817,Max's roommate will come and let him out.,1
13729830,Jeremy will text Bryan Mackenzie to get Angie's number for Carolyn.,0
13729834-1,"Aleks and Bojan may go to Croatia next year, it's a 5-hour flight from London.",0
13729834-1,Aleks's grandparents live there and he is from Slovenia.,1
13729840,Philip is hitting on Mary.,0
13729846,He hasn't done this exercise with this group before.,0
13729846,"He'll send Penny a presentation for TPM, for the other one she could use yellow tapes.",1
13729846,Oscar has called in sick.,2
13729846,Oscar is back home.,3
13729846,Penny is going to explore the city centre now.,4
13729849,"Mark, Sarah, Jack and Hannah are going to the mountains next weekend.",0
13729849,1500 per night.,1
13729849,The room for 4 nights costs $400; it's $100 each.,2
13729849,Mark is organizing a trip to mountains next weekend and wants to take his car.,3
13729849,They will drive in Mark's car.,4
13729849,"The place they'll be staying at has a kitchen, so they will bring their own food to cook.",5
13729849,Mark wants to meet with everyne on Saturday at 10 at his place.,6
